record_id,canonical_id,node_family,node_type,execution_role,task_id,runtime_figure_id,manuscript_figure_id,code_entry,schema_source,dependencies,edge_semantics,expected_outputs,evidence_paths,artifact_seed_dirs,authority_tier,provenance_link,conclusion_status,result_statements,task_conclusion_zh,limitations,source_audit
task-098,final_six.fig3.final-statistics,fig3,Materializer,figure-scoped load-only statistics,final-statistics,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task final-statistics --reuse-artifacts require,src/experiments/paper_figures/final_six/pipeline.py,"[""fig4.overlap_perturbation"",""fig5.preprobe_support"",""fig5.early_firing"",""fig5.support_perturbation"",""fig5.postprobe_stsp_update"",""fig2.fixed_b_cohort_aggregate"",""artifact:fig3_state_evolution.svg""]","[""consumes"",""consumes"",""consumes"",""consumes"",""consumes"",""consumes"",""consumes""]","[""data/panel_*_plot_data.csv"",""metrics/panel_*_statistics.csv"",""meta/source_manifest.csv"",""summary.json""]","[""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig3/"",""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig3/""]",,current-authority,direct,supported,"[""7 panels（6 quantitative + 1 schematic），102 个父文件，parent_hashes_before==after。"",""source manifest 不含 fig3 TASK_IDS 产物。""]",internal fig3 final-statistics 的 7 面板 bundle 完整且父哈希未变；它消费 fig4/fig5/fig2 的结果而非 fig3 TASK_IDS 边界 DAG，因此结论仅属于该显式 source manifest 所列的跨源统计叶节点。,该节点为 load-only 派生统计；不得用它补写未执行 runtime task，也不得跨 panel 扩大 claim boundary。,scout:fig3
task-099,final_six.fig4.final-statistics,fig4,Materializer,figure-scoped load-only statistics,final-statistics,fig4,Fig.5,src/experiments/paper_figures/fig4/run_task.py --task final-statistics --reuse-artifacts require,src/experiments/paper_figures/final_six/pipeline.py,"[""runner.c5_l2_successor_closure"",""materializer.fig4_accumulated_history_statistics""]","[""consumes"",""consumes""]","[""data/panel_*_plot_data.csv"",""metrics/panel_*_statistics.csv"",""meta/source_manifest.csv"",""summary.json""]","[""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig4/"",""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig4/""]",,current-authority,direct,supported,"[""4 quantitative panels；C5 与 accumulated-history 父源；cohort/schema pass。""]",internal fig4 final-statistics 已冻结 4 个面板并通过 20 网络/父哈希校验；任务结论限于 C5 donor-transfer 的模型内充分性与已声明的 accumulated-history 比较，不主张必要性、完全中介或唯一性。,该节点为 load-only 派生统计；不得用它补写未执行 runtime task，也不得跨 panel 扩大 claim boundary。,scout:fig4
task-100,final_six.fig5.final-statistics,fig5,Materializer,figure-scoped load-only statistics,final-statistics,fig5,Fig.6,src/experiments/paper_figures/fig5/run_task.py --task final-statistics --reuse-artifacts require,src/experiments/paper_figures/final_six/pipeline.py,"[""fig2.morphology"",""materializer.new_results_reanalysis"",""materializer.supplementary_v5""]","[""consumes"",""consumes"",""consumes""]","[""data/panel_*_plot_data.csv"",""metrics/panel_*_statistics.csv"",""meta/source_manifest.csv"",""summary.json""]","[""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig5/"",""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig5/""]",,current-authority,direct,supported,"[""6 quantitative panels；pair-state、new_results_reanalysis 与 supplementary_v5 父源。""]",internal fig5 final-statistics 已冻结 6 个结构组织面板；任务结论限于 pair 保留、经验配对特异性及随负载/延迟变化的描述性形态，不把 N_eff 解释为容量或功能回忆。,该节点为 load-only 派生统计；不得用它补写未执行 runtime task，也不得跨 panel 扩大 claim boundary。,scout:fig5
task-101,final_six.fig6.final-statistics,fig6,Materializer,figure-scoped load-only statistics,final-statistics,fig6,Fig.7,src/experiments/paper_figures/fig6/run_task.py --task final-statistics --reuse-artifacts require,src/experiments/paper_figures/final_six/pipeline.py,"[""fig2.partial_cue"",""fig3.weak_cue_access"",""fig3.cue_specificity_access"",""fig3.boundary_summary"",""fig6.high_stsp_overlap_ablation"",""fig6.overlap_gated_stsp_recruitment""]","[""consumes"",""consumes"",""consumes"",""consumes"",""consumes"",""consumes""]","[""data/panel_*_plot_data.csv"",""metrics/panel_*_statistics.csv"",""meta/source_manifest.csv"",""summary.json""]","[""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig6/"",""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig6/""]",,current-authority,direct,supported,"[""6 quantitative panels、140 个父文件、20 seed cohort pass；panel e/f 的 legacy 父哈希经抽查一致。""]",internal fig6 final-statistics 已冻结 6 个条件性功能面板并通过 20 seed cohort 与父哈希校验；任务结论只覆盖部分线索恢复、串行访问、线索特异性、K×delay 边界及两个有界扰动/交互端点。,该节点为 load-only 派生统计；不得用它补写未执行 runtime task，也不得跨 panel 扩大 claim boundary。,scout:fig6
task-102,orchestrator.run_paper_figures,orchestrator,Orchestrator,multi-figure batch,run_paper_figures,,,src/experiments/paper_figures/run_paper_figures.py::main,,"[""runner.legacy.fig1"",""runner.legacy.fig2"",""runner.legacy.fig3"",""runner.legacy.fig4"",""runner.legacy.fig5"",""runner.legacy.fig6""]","[""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates""]",[],"[""src/experiments/paper_figures/run_paper_figures.py""]",,exploratory,direct,conflicted,"[""批量运行清单与 seed bundle 校验逻辑存在。"",""build 阶段仍引用不存在的 src.plotting.paper_fig.build。""]",run_paper_figures 只编排 legacy 单图 runner；其运行覆盖可由 batch manifest 审计，但默认 build 阶段引用已删除模块，故当前端到端入口处于冲突状态且不产生科学结论。,需使用 --no-build-paper-figures 或迁移到维护中的 plot-only 入口；figX_supp 目标也无实现。,scout:ecosystem
task-103,orchestrator.run_upstream_artifact_warmup,orchestrator,Orchestrator,artifact warmup,run_upstream_artifact_warmup,,,src/experiments/paper_figures/run_upstream_artifact_warmup.py::main,,"[""fig1.dms_boundary_bank"",""fig2.state_bank"",""fig3.boundary_state_bank"",""fig4.rollouts"",""fig5.preprobe_support_bank"",""fig6.sequence_bank"",""sequence_root.shared_sequence_root_bank""]","[""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates""]",[],"[""results/multi_seed_rollout/warmup_manifest.json"",""results/multi_seed_rollout/""]",,exploratory,direct,operational-only,"[""multi_seed_rollout preset 覆盖 1000–1019 seeds，并记录 task/command。""]",run_upstream_artifact_warmup 已留下多种子预热清单，用于物化可复用父工件；其成功只表示调度与工件存在性，不形成科学结论。,部分被预热父工件后来丢失必需 manifest，不能以旧 warmup 成功替代当前 require 校验。,scout:ecosystem
task-104,orchestrator.fig1.run,orchestrator,Orchestrator,single-figure wrapper,run,fig1,Fig.2（经 redesign；内部 fig1）,src/experiments/paper_figures/fig1/run.py::main,,"[""orchestrator.run_paper_figures""]","[""requires""]",[],"[""results/paper_figure_multi_seed/fig1_functional_stsp_substrate/fig1_functional_stsp_substrate/seed_*/""]",,active-parent,contractual,operational-only,"[""该 wrapper 将 figure scope 固定为 fig1 并复用 run_paper_figures。""]",fig1/run.py 只是 run_paper_figures 的单图包装器，结论仅为可独立调度 fig1 范围，不新增结果或科学主张。,继承主编排器的 dangling build 入口。,scout:ecosystem
task-105,orchestrator.fig2.run,orchestrator,Orchestrator,single-figure wrapper,run,fig2,Fig.3,src/experiments/paper_figures/fig2/run.py::main,,"[""orchestrator.run_paper_figures""]","[""requires""]",[],"[""results/paper_figure_multi_seed/fig2_pair_fused_stsp_state/fig2_pair_fused_stsp_state/seed_*/""]",,active-parent,contractual,operational-only,"[""该 wrapper 将 figure scope 固定为 fig2 并复用 run_paper_figures。""]",fig2/run.py 只是 run_paper_figures 的单图包装器，结论仅为可独立调度 fig2 范围，不新增结果或科学主张。,继承主编排器的 dangling build 入口。,scout:ecosystem
task-106,orchestrator.fig3.run,orchestrator,Orchestrator,single-figure wrapper,run,fig3,Fig.4,src/experiments/paper_figures/fig3/run.py::main,,"[""orchestrator.run_paper_figures""]","[""requires""]",[],"[""results/paper_figure_multi_seed/fig3_multiitem_peak_landscape/seed_*/""]",,active-parent,contractual,operational-only,"[""该 wrapper 将 figure scope 固定为 fig3 并复用 run_paper_figures。""]",fig3/run.py 只是 run_paper_figures 的单图包装器，结论仅为可独立调度 fig3 范围，不新增结果或科学主张。,继承主编排器的 dangling build 入口。,scout:ecosystem
task-107,orchestrator.fig4.run,orchestrator,Orchestrator,single-figure wrapper,run,fig4,Fig.5,src/experiments/paper_figures/fig4/run.py::main,,"[""orchestrator.run_paper_figures""]","[""requires""]",[],"[""results/paper_figure_multi_seed/fig4_overlap_reentry/seed_*/""]",,active-parent,contractual,operational-only,"[""该 wrapper 将 figure scope 固定为 fig4 并复用 run_paper_figures。""]",fig4/run.py 只是 run_paper_figures 的单图包装器，结论仅为可独立调度 fig4 范围，不新增结果或科学主张。,继承主编排器的 dangling build 入口。,scout:ecosystem
task-108,orchestrator.fig5.run,orchestrator,Orchestrator,single-figure wrapper,run,fig5,Fig.6,src/experiments/paper_figures/fig5/run.py::main,,"[""orchestrator.run_paper_figures""]","[""requires""]",[],"[""results/paper_figure_multi_seed/fig5_local_support_competition/seed_*/""]",,active-parent,contractual,operational-only,"[""该 wrapper 将 figure scope 固定为 fig5 并复用 run_paper_figures。""]",fig5/run.py 只是 run_paper_figures 的单图包装器，结论仅为可独立调度 fig5 范围，不新增结果或科学主张。,继承主编排器的 dangling build 入口。,scout:ecosystem
task-109,orchestrator.fig6.run,orchestrator,Orchestrator,single-figure wrapper,run,fig6,Fig.7,src/experiments/paper_figures/fig6/run.py::main,,"[""orchestrator.run_paper_figures""]","[""requires""]",[],"[""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/""]",,active-parent,contractual,operational-only,"[""该 wrapper 将 figure scope 固定为 fig6 并复用 run_paper_figures。""]",fig6/run.py 只是 run_paper_figures 的单图包装器，结论仅为可独立调度 fig6 范围，不新增结果或科学主张。,继承主编排器的 dangling build 入口。,scout:ecosystem
task-110,runner.legacy.fig1,runner,Runner Experiment,legacy full-run producer,fig1,fig1,Fig.2（经 redesign；内部 fig1）,src/experiments/paper_figures/fig1_functional_stsp_substrate_experiment.py::main,,"[""artifact:results/multi_snn/sdnn_ensemble_20"",""artifact:MNIST""]","[""consumes"",""consumes""]",[],"[""results/paper_figure_multi_seed/fig1_functional_stsp_substrate/fig1_functional_stsp_substrate/seed_*/summary.json"",""results/paper_figure_multi_seed/fig1_functional_stsp_substrate/fig1_functional_stsp_substrate/seed_*/meta/run_info.json""]",,active-parent,direct,bounded,"[""20-seed fig1_functional_stsp_substrate bundle 可寻址，并作为后续 materializer 的父源。""]",legacy fig1 runner 已形成可追踪的逐 seed fig1_functional_stsp_substrate bundle；其任务结论限于保存单网络输出，跨网络推断必须由后续聚合器承担。,单入口 full-run 不具备当前 per-task artifact reuse 粒度；部分 bundle 来自旧参数/旧模块。,scout:ecosystem
task-111,runner.legacy.fig2,runner,Runner Experiment,legacy full-run producer,fig2,fig2,Fig.3,src/experiments/paper_figures/fig2_pair_fused_stsp_state_experiment.py::main,,"[""artifact:results/multi_snn/sdnn_ensemble_20"",""artifact:MNIST""]","[""consumes"",""consumes""]",[],"[""results/paper_figure_multi_seed/fig2_pair_fused_stsp_state/fig2_pair_fused_stsp_state/seed_*/summary.json"",""results/paper_figure_multi_seed/fig2_pair_fused_stsp_state/fig2_pair_fused_stsp_state/seed_*/meta/run_info.json""]",,active-parent,direct,bounded,"[""20-seed fig2_pair_fused_stsp_state bundle 可寻址，并作为后续 materializer 的父源。""]",legacy fig2 runner 已形成可追踪的逐 seed fig2_pair_fused_stsp_state bundle；其任务结论限于保存单网络输出，跨网络推断必须由后续聚合器承担。,单入口 full-run 不具备当前 per-task artifact reuse 粒度；部分 bundle 来自旧参数/旧模块。,scout:ecosystem
task-112,runner.legacy.fig3,runner,Runner Experiment,legacy full-run producer,fig3,fig3,Fig.4,src/experiments/paper_figures/fig3_multiitem_peak_landscape_experiment.py::main,,"[""artifact:results/multi_snn/sdnn_ensemble_20"",""artifact:MNIST""]","[""consumes"",""consumes""]",[],"[""results/paper_figure_multi_seed/fig3_multiitem_peak_landscape/seed_*/summary.json"",""results/paper_figure_multi_seed/fig3_multiitem_peak_landscape/seed_*/meta/run_info.json""]",,active-parent,direct,bounded,"[""20-seed fig3_multiitem_peak_landscape bundle 可寻址，并作为后续 materializer 的父源。""]",legacy fig3 runner 已形成可追踪的逐 seed fig3_multiitem_peak_landscape bundle；其任务结论限于保存单网络输出，跨网络推断必须由后续聚合器承担。,单入口 full-run 不具备当前 per-task artifact reuse 粒度；部分 bundle 来自旧参数/旧模块。,scout:ecosystem
task-113,runner.legacy.fig4,runner,Runner Experiment,legacy full-run producer,fig4,fig4,Fig.5,src/experiments/paper_figures/fig4_overlap_reentry_experiment.py::main,,"[""artifact:results/multi_snn/sdnn_ensemble_20"",""artifact:MNIST""]","[""consumes"",""consumes""]",[],"[""results/paper_figure_multi_seed/fig4_overlap_reentry/seed_*/summary.json"",""results/paper_figure_multi_seed/fig4_overlap_reentry/seed_*/meta/run_info.json""]",,active-parent,direct,bounded,"[""20-seed fig4_overlap_reentry bundle 可寻址，并作为后续 materializer 的父源。""]",legacy fig4 runner 已形成可追踪的逐 seed fig4_overlap_reentry bundle；其任务结论限于保存单网络输出，跨网络推断必须由后续聚合器承担。,单入口 full-run 不具备当前 per-task artifact reuse 粒度；部分 bundle 来自旧参数/旧模块。,scout:ecosystem
task-114,runner.legacy.fig5,runner,Runner Experiment,legacy full-run producer,fig5,fig5,Fig.6,src/experiments/paper_figures/fig5_local_support_competition_experiment.py::main,,"[""artifact:results/multi_snn/sdnn_ensemble_20"",""artifact:MNIST""]","[""consumes"",""consumes""]",[],"[""results/paper_figure_multi_seed/fig5_local_support_competition/seed_*/summary.json"",""results/paper_figure_multi_seed/fig5_local_support_competition/seed_*/meta/run_info.json""]",,active-parent,direct,bounded,"[""20-seed fig5_local_support_competition bundle 可寻址，并作为后续 materializer 的父源。""]",legacy fig5 runner 已形成可追踪的逐 seed fig5_local_support_competition bundle；其任务结论限于保存单网络输出，跨网络推断必须由后续聚合器承担。,单入口 full-run 不具备当前 per-task artifact reuse 粒度；部分 bundle 来自旧参数/旧模块。,scout:ecosystem
task-115,runner.legacy.fig6,runner,Runner Experiment,legacy full-run producer,fig6,fig6,Fig.7,src/experiments/paper_figures/fig6_peak_amplified_reentry_experiment.py::main,,"[""artifact:results/multi_snn/sdnn_ensemble_20"",""artifact:MNIST""]","[""consumes"",""consumes""]",[],"[""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/summary.json"",""results/paper_figure_multi_seed/fig6_peak_amplified_reentry/seed_*/meta/run_info.json""]",,active-parent,direct,bounded,"[""20-seed fig6_peak_amplified_reentry bundle 可寻址，并作为后续 materializer 的父源。""]",legacy fig6 runner 已形成可追踪的逐 seed fig6_peak_amplified_reentry bundle；其任务结论限于保存单网络输出，跨网络推断必须由后续聚合器承担。,单入口 full-run 不具备当前 per-task artifact reuse 粒度；部分 bundle 来自旧参数/旧模块。,scout:ecosystem
task-116,runner.c5_l2_successor_closure,runner,Runner Experiment,causal transplant,c5_l2_successor_closure,,,src/experiments/runners/c5_l2_successor_closure.py::main,,"[""fig2.fixed_b_input_bank"",""fig2.fixed_b_history_bank""]","[""consumes"",""consumes""]",[],"[""results/causal_closure_multi_seed_20260803/c5_l2_successor/seed_*/"",""results/causal_closure_multi_seed_20260803/c5_l2_successor/aggregate/""]",,active-parent,direct,supported,"[""20 seed identity audits 与 aggregate effects/inference 均存在。""]",C5 runner 的 20 网络输出支持 post-B Layer-2 successor 对 identical-C 早期 Layer-2 处理及后续 Layer-3 successor 的模型内因果充分性；不支持必要性、完全中介或唯一性。,20-seed aggregate 没有独立 src 聚合入口；单 seed 细胞行不是独立网络。,scout:ecosystem
task-117,materializer.fig4_accumulated_history_statistics,materializer,Materializer,load-only reanalysis,fig4_accumulated_history_statistics,,,src/experiments/runners/fig4_accumulated_history_statistics.py::main,,"[""runner.legacy.fig3"",""runner.legacy.fig4"",""runner.legacy.fig5"",""fig2.fixed_b_cohort_aggregate""]","[""consumes"",""consumes"",""consumes"",""consumes""]",[],"[""results/paper_figure_multi_seed/fig4_accumulated_history_statistics/""]",,active-parent,direct,bounded,"[""20-seed candidate descriptive/inference tables、source manifest 与 parent-hash gate 存在。""]",fig4_accumulated_history_statistics 仅从冻结父结果重算 relation-balanced K1→K5 描述与推断，未重跑模拟；其结论受 candidate_plot_only_secondary_reanalysis 边界约束。,依赖 hash-pinned formal Fig.2b fallback；不是独立新实验。,scout:ecosystem
task-118,materializer.new_results_reanalysis,materializer,Materializer,network-first post-hoc reanalysis,new_results_reanalysis,,,src/experiments/runners/new_results_reanalysis.py::main,,"[""runner.legacy.fig1"",""runner.legacy.fig2"",""runner.legacy.fig3"",""runner.legacy.fig5""]","[""consumes"",""consumes"",""consumes"",""consumes""]",[],"[""results/paper_figure_multi_seed/new_results_reanalysis/""]",,active-parent,direct,bounded,"[""20-network inference_long.csv、source_manifest.csv 与 promotion record 存在。""]",new_results_reanalysis 已将指定 legacy bundles 重聚合为网络级 post-hoc 表；其结论独立于 exact-B 确认队列，不能替代后者。,依赖重排后的 legacy 路径；无独立 plot-only 入口。,scout:ecosystem
task-119,materializer.paper_fig1_fig2_redesign,materializer,Materializer,redesign source-data builder,paper_fig1_fig2_redesign,,,src/experiments/runners/paper_fig1_fig2_redesign.py::main,,"[""final_six.fig1.final-statistics"",""artifact:src/core/network.py""]","[""consumes"",""consumes""]",[],"[""results/paper_figure_redesign_20260811/""]",,current-authority,direct,supported,"[""13 条 source manifest 均可解析；Fig.2 a–d 为 internal fig1 b–e 数值不变重标。""]",paper_fig1_fig2_redesign 已把 internal fig1 b–e 不改数值地重标为稿件 Fig.2 a–d，并生成确定性 STSP 机制曲线；它没有新增网络级推断。,机制曲线是 deterministic illustration；依赖 network.py 的 STSP 默认参数。,scout:ecosystem
task-120,materializer.supplementary_v5,materializer,Materializer,S1–S7 source-data builder,supplementary_v5,,,src/experiments/runners/supplementary_v5.py::main,,"[""runner.legacy.fig1"",""runner.legacy.fig2"",""runner.legacy.fig3"",""runner.legacy.fig4"",""runner.legacy.fig5"",""runner.legacy.fig6"",""runner.c5_l2_successor_closure""]","[""consumes"",""consumes"",""consumes"",""consumes"",""consumes"",""consumes"",""consumes""]",[],"[""results/paper_figure_multi_seed/supplementary_v5/""]",,active-parent,direct,supported,"[""维护中的 supplementary_v5 source bundle 完整；其版本化 current 消费束的 S1–S6 input manifest 351 rows、S7 input manifest 100 rows，当前均无缺失。""]",supplementary_v5 materializer 已从冻结父结果生成 S1–S7 network-first Source Data，并以 source-data QA 与 Holm 硬门控制决定性行；结论只属于各补图声明端点。,当前稿件 S1–S6 与 S7 来自两个版本化 bundle；绘图原位写入同一 bundle。,scout:ecosystem
task-121,materializer.final_six.all,materializer,Materializer,all-figure load-only builder,all,,,src/experiments/paper_figures/final_six/__main__.py -> pipeline.main,,"[""final_six.fig1.final-statistics"",""final_six.fig2.final-statistics"",""final_six.fig3.final-statistics"",""final_six.fig4.final-statistics"",""final_six.fig5.final-statistics"",""final_six.fig6.final-statistics""]","[""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates""]",[],"[""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/summary.json""]",,current-authority,direct,supported,"[""版本化 current bundle 为 complete：32 panels、29 quantitative、498 parents、validation pass。"",""默认 final_six_figures 根为 statistics_partial，仅 fig1。""]",final_six all materializer 的版本化 current bundle 已完整物化六个 internal figures 并通过 cohort/schema/parent-hash 校验；默认输出根仍为 partial，不能与该 current bundle 混同。,该节点只物化既有证据；不允许从默认目录名推断权威。,scout:ecosystem
task-122,validator.final_six,validator,Aggregator,bundle QA gate,final_six,,,src/experiments/paper_figures/final_six/validate_bundle.py::main,,"[""materializer.final_six.all"",""plot.final_six.fig1"",""plot.final_six.fig2"",""plot.final_six.fig3"",""plot.final_six.fig4"",""plot.final_six.fig5"",""plot.final_six.fig6""]","[""consumes"",""consumes"",""consumes"",""consumes"",""consumes"",""consumes"",""consumes""]",[],"[""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/logs/validation.log"",""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/summary.json""]",,current-authority,direct,operational-only,"[""current bundle validation_status=pass、parent_hashes_unchanged=true、statistics_rows_checked=266。""]",final_six validator 已对 current 版本化 bundle 的统计行数、父哈希、绘图重放与导出文件执行最终 QA 并通过；该结论是操作性完整性结论。,默认 partial 根不能通过完整 bundle 验证。,scout:ecosystem
task-123,plot.paper_fig1_fig2_redesign,plot,Plot Consumer,manuscript Fig.1–Fig.2 renderer,paper_fig1_fig2_redesign,,,src/plotting/experiments/paper_fig1_fig2_redesign_plot.py::main,,"[""materializer.paper_fig1_fig2_redesign""]","[""presents""]",[],"[""results/paper_figure_redesign_20260811/figures/fig1.png"",""results/paper_figure_redesign_20260811/figures/fig2.png""]",,current-authority,direct,operational-only,"[""Fig.1 与 Fig.2 的 PNG/PDF/SVG 存在，visual QA 均 passed。""]",redesign plot consumer 已把冻结 source data 渲染为稿件 Fig.1–Fig.2 且视觉 QA 通过；它只呈现数据，不产生新科学结论。,无独立 --check-only。,scout:ecosystem
task-124,plot.supplementary_v5,plot,Plot Consumer,S1–S7 renderer,supplementary_v5,,,src/plotting/experiments/supplementary_v5_plot.py::main,,"[""materializer.supplementary_v5""]","[""presents""]",[],"[""results/paper_figure_multi_seed/supplementary_v5_c5_revised_20260804_r2/figures/"",""results/paper_figure_multi_seed/supplementary_v5_s7_complete_pairs_20260812_r1/figures/""]",,current-authority,direct,operational-only,"[""当前 S1–S7 PNG/PDF/SVG 均存在，plot_qa 可寻址。""]",supplementary_v5 plot consumer 已从冻结 Source Data 渲染当前 S1–S7 并记录父哈希与几何 QA；它不重跑模拟也不新增结论。,原位写图，需维持 plot-owned 文件豁免边界。,scout:ecosystem
task-125,plot.final_six.fig1,plot,Plot Consumer,final-six plot-only leaf,fig1,fig1,Fig.2（经 redesign；内部 fig1）,src/plotting/paper_fig/final_six/fig1_plot.py::main,,"[""final_six.fig1.final-statistics""]","[""presents""]",[],"[""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig1/figures/fig1.png""]",,active-parent,direct,operational-only,"[""fig1 PNG/PDF/SVG 与 replay/visual QA 文件存在；对应 Fig.2（经 redesign；内部 fig1）。""]",fig1_plot 是 Fig.2（经 redesign；内部 fig1） 对应 internal bundle 的叶绘图消费者，已从冻结 CSV 渲染并通过既有 QA；它不加载模型、不产生新结论。,--check-only 仍需读取全部 panel source；内嵌 layout spec 随代码版本变化。,scout:ecosystem
task-126,plot.final_six.fig2,plot,Plot Consumer,final-six plot-only leaf,fig2,fig2,Fig.3,src/plotting/paper_fig/final_six/fig2_plot.py::main,,"[""final_six.fig2.final-statistics""]","[""presents""]",[],"[""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig2/figures/fig2.png""]",,current-authority,direct,operational-only,"[""fig2 PNG/PDF/SVG 与 replay/visual QA 文件存在；对应 Fig.3。""]",fig2_plot 是 Fig.3 对应 internal bundle 的叶绘图消费者，已从冻结 CSV 渲染并通过既有 QA；它不加载模型、不产生新结论。,--check-only 仍需读取全部 panel source；内嵌 layout spec 随代码版本变化。,scout:ecosystem
task-127,plot.final_six.fig3,plot,Plot Consumer,final-six plot-only leaf,fig3,fig3,Fig.4,src/plotting/paper_fig/final_six/fig3_plot.py::main,,"[""final_six.fig3.final-statistics""]","[""presents""]",[],"[""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig3/figures/fig3.png""]",,current-authority,direct,operational-only,"[""fig3 PNG/PDF/SVG 与 replay/visual QA 文件存在；对应 Fig.4。""]",fig3_plot 是 Fig.4 对应 internal bundle 的叶绘图消费者，已从冻结 CSV 渲染并通过既有 QA；它不加载模型、不产生新结论。,--check-only 仍需读取全部 panel source；内嵌 layout spec 随代码版本变化。,scout:ecosystem
task-128,plot.final_six.fig4,plot,Plot Consumer,final-six plot-only leaf,fig4,fig4,Fig.5,src/plotting/paper_fig/final_six/fig4_plot.py::main,,"[""final_six.fig4.final-statistics""]","[""presents""]",[],"[""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig4/figures/fig4.png""]",,current-authority,direct,operational-only,"[""fig4 PNG/PDF/SVG 与 replay/visual QA 文件存在；对应 Fig.5。""]",fig4_plot 是 Fig.5 对应 internal bundle 的叶绘图消费者，已从冻结 CSV 渲染并通过既有 QA；它不加载模型、不产生新结论。,--check-only 仍需读取全部 panel source；内嵌 layout spec 随代码版本变化。,scout:ecosystem
task-129,plot.final_six.fig5,plot,Plot Consumer,final-six plot-only leaf,fig5,fig5,Fig.6,src/plotting/paper_fig/final_six/fig5_plot.py::main,,"[""final_six.fig5.final-statistics""]","[""presents""]",[],"[""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig5/figures/fig5.png""]",,current-authority,direct,operational-only,"[""fig5 PNG/PDF/SVG 与 replay/visual QA 文件存在；对应 Fig.6。""]",fig5_plot 是 Fig.6 对应 internal bundle 的叶绘图消费者，已从冻结 CSV 渲染并通过既有 QA；它不加载模型、不产生新结论。,--check-only 仍需读取全部 panel source；内嵌 layout spec 随代码版本变化。,scout:ecosystem
task-130,plot.final_six.fig6,plot,Plot Consumer,final-six plot-only leaf,fig6,fig6,Fig.7,src/plotting/paper_fig/final_six/fig6_plot.py::main,,"[""final_six.fig6.final-statistics""]","[""presents""]",[],"[""results/paper_figure_multi_seed/final_six_figures_v5_fig3g_fig4_2x2_fixed_20260810/fig6/figures/fig6.png""]",,current-authority,direct,operational-only,"[""fig6 PNG/PDF/SVG 与 replay/visual QA 文件存在；对应 Fig.7。""]",fig6_plot 是 Fig.7 对应 internal bundle 的叶绘图消费者，已从冻结 CSV 渲染并通过既有 QA；它不加载模型、不产生新结论。,--check-only 仍需读取全部 panel source；内嵌 layout spec 随代码版本变化。,scout:ecosystem
